ic_number,plate_number,age,months_as_customer,vehicle_age_years,vehicle_make,policy_expired_flag,deductible_amount,market_value,damage_severity_score,repair_amount,at_fault_flag,time_to_report_days,claim_reported_to_police_flag,license_type_missing_flag,num_third_parties,num_witnesses,approval_flag,coverage_amount
990923-83-0327,QYK3560,26,18,4,Proton X70,0,800.0,110000.0,0.42,14398.13,1,6,1,0,0,1,1,13598.13
490112-36-2374,JSV0345,29,27,17,Toyota Vios,0,500.0,75000.0,0.68,16452.21,0,4,1,0,0,0,1,15952.21
601007-90-7354,PCF6123,18,0,2,Perodua Myvi,0,300.0,50000.0,0.54,11020.03,0,7,1,0,0,1,1,10720.03
621217-02-5903,JIY6802,42,1,4,Perodua Myvi,0,800.0,50000.0,0.72,11561.83,0,2,1,0,0,0,1,10761.83
990511-37-8060,LGJ4908,24,45,14,Honda City,1,500.0,80000.0,0.47,15686.58,0,7,1,0,2,1,1,15186.58
770409-33-7565,LCO1941,20,4,2,Proton X70,0,800.0,110000.0,0.74,39817.14,0,6,1,0,0,1,1,39017.14
870210-88-8311,LBB3566,21,3,6,Proton X70,0,500.0,110000.0,0.43,22963.29,0,3,1,0,1,2,1,22463.29
530513-73-8600,KLE4857,29,16,2,Toyota Vios,1,500.0,75000.0,0.47,14374.94,0,6,1,0,1,0,1,13874.94
840129-94-5824,MPC4788,61,2,0,Proton X70,0,1000.0,110000.0,0.8,32553.95,0,12,1,0,2,0,1,31553.95
961029-64-7614,OSO2518,36,9,14,Perodua Myvi,0,1000.0,50000.0,0.55,12818.48,0,6,1,0,1,0,1,11818.48
990703-45-3418,SON1212,46,7,20,BMW 3 Series,0,200.0,250000.0,0.77,79211.14,0,4,1,0,0,2,1,79011.14
540103-78-1663,NHT8656,26,7,3,Proton X70,0,1000.0,110000.0,0.8,32906.54,1,7,0,0,1,0,0,0.0
651009-92-6613,XYO1324,22,4,4,Proton X70,0,1000.0,110000.0,0.48,20959.71,0,5,0,0,2,1,1,19959.71
851112-72-9054,PTW0967,28,43,6,Perodua Myvi,0,800.0,50000.0,0.6,12557.49,1,5,1,0,0,0,1,11757.49
070413-21-0178,KLY7443,60,64,0,Perodua Myvi,0,500.0,50000.0,0.44,6864.0,0,4,1,0,1,0,1,6364.0
691101-38-6401,PDE4933,35,8,16,Mazda 3,1,1000.0,130000.0,0.64,34406.2,1,2,1,0,0,2,0,0.0
560318-28-4587,EOD8557,57,6,1,Perodua Myvi,0,500.0,50000.0,0.62,13277.92,0,2,1,0,2,2,1,12777.92
621223-65-8623,DZF8615,52,37,0,Perodua Myvi,0,800.0,50000.0,0.69,15501.01,0,5,0,0,0,2,1,14701.01
560711-07-5904,SHV8275,45,3,1,Honda City,0,200.0,80000.0,0.47,17861.36,0,2,0,0,0,2,1,17661.36
790726-80-6742,RPL7308,43,0,11,Perodua Myvi,0,500.0,50000.0,0.46,8298.31,0,4,1,0,0,3,1,7798.3099999999995
570312-44-3528,PBQ1242,45,17,1,Proton X70,0,800.0,110000.0,0.61,24598.04,0,5,0,0,0,3,1,23798.04
980619-03-4214,ZWG2048,32,33,1,Proton X70,0,500.0,110000.0,0.74,32346.9,0,5,0,0,0,3,1,31846.9
650818-89-8782,WRK1029,31,11,15,Perodua Myvi,0,800.0,50000.0,0.4,9865.65,0,2,0,0,1,1,1,9065.65
530702-38-1587,SWN5701,34,1,6,Honda City,0,1000.0,80000.0,0.71,21223.2,0,2,1,0,0,0,1,20223.2
640922-89-3186,KDV1259,65,29,18,Perodua Myvi,0,800.0,50000.0,0.54,12394.86,0,3,0,0,3,0,1,11594.86
800802-58-3904,GJW3861,27,66,5,Proton X70,0,1000.0,110000.0,0.44,20331.91,0,4,1,0,0,0,1,19331.91
870424-37-3833,IYL2355,57,20,18,Perodua Myvi,0,300.0,50000.0,0.79,19248.04,1,7,0,0,0,1,0,0.0
950304-07-4911,CKO0732,53,11,7,Perodua Myvi,0,200.0,50000.0,0.6,9250.78,0,9,1,0,0,2,1,9050.78
560726-36-4145,GWF2197,44,2,4,Proton X70,0,200.0,110000.0,0.45,15285.07,0,5,1,0,0,0,1,15085.07
601214-68-2175,HBB6268,35,85,5,Perodua Myvi,0,200.0,50000.0,0.4,7545.66,0,4,1,0,3,0,1,7345.66
940607-36-8015,YZV0339,47,6,13,Perodua Myvi,0,300.0,50000.0,0.56,10982.54,0,2,1,0,0,1,1,10682.54
690225-29-9263,NOO6849,46,57,7,Nissan Almera,0,200.0,70000.0,0.66,15246.69,1,3,1,0,0,0,1,15046.69
020329-20-0709,QKI8578,46,11,4,Proton X70,0,200.0,110000.0,0.79,29134.11,1,3,0,0,0,1,1,28934.11
730518-11-6059,LOS3509,53,15,7,Proton X70,0,500.0,110000.0,0.61,20195.37,0,4,1,0,0,0,1,19695.37
721109-19-7884,IJX8246,26,53,18,Perodua Myvi,0,1000.0,50000.0,0.67,11880.24,0,8,1,0,0,0,1,10880.24
670406-36-4949,MGQ7027,27,46,12,Perodua Myvi,0,1000.0,50000.0,0.44,8062.78,1,4,0,0,0,2,1,7062.78
011207-26-9745,JRQ0909,29,25,3,Proton X70,0,500.0,110000.0,0.41,20771.0,0,6,1,0,0,0,1,20271.0
561028-04-5657,TQG6406,40,52,1,Toyota Vios,0,300.0,75000.0,0.72,16248.9,0,6,1,0,0,1,1,15948.9
900310-38-2283,KSS2010,27,23,4,Perodua Myvi,0,500.0,50000.0,0.45,11183.1,0,2,1,0,1,0,1,10683.1
770814-53-7418,JRS6236,37,80,4,Proton X70,0,200.0,110000.0,0.62,24830.02,0,4,1,0,1,0,1,24630.02
830723-40-4005,TEN5682,41,54,4,Proton X70,0,300.0,110000.0,0.41,19492.61,0,2,0,0,0,1,1,19192.61
651119-08-6443,TRQ9413,35,61,20,Perodua Myvi,0,1000.0,50000.0,0.78,12361.27,0,8,1,0,1,0,1,11361.27
690928-39-8490,NZI6869,32,77,6,Proton X70,0,500.0,110000.0,0.53,22767.4,1,6,1,0,1,2,1,22267.4
560916-30-7925,PNU6208,39,2,9,Perodua Myvi,0,500.0,50000.0,0.7,15509.43,1,7,0,0,0,0,0,0.0
540602-88-5832,XAI9490,46,20,3,Perodua Myvi,0,200.0,50000.0,0.67,13835.95,0,6,1,0,0,0,1,13635.95
841214-59-9975,BRR2877,33,1,16,Toyota Vios,0,800.0,75000.0,0.69,24285.94,0,5,0,0,2,2,1,23485.94
811120-96-2527,KHT9136,41,30,20,Perodua Myvi,0,1000.0,50000.0,0.57,12653.99,0,5,1,0,0,1,1,11653.99
600826-51-8345,EPC4434,29,53,11,Perodua Myvi,0,300.0,50000.0,0.48,10778.61,0,6,0,0,0,1,1,10478.61
951015-30-5543,RTV4402,25,32,10,Honda City,0,200.0,80000.0,0.73,23809.24,0,4,0,0,0,0,1,23609.24
020326-10-8566,QYB9349,42,9,7,Proton X70,0,1000.0,110000.0,0.8,42892.23,0,4,1,0,2,0,1,41892.23
770627-39-4447,RRC9503,51,5,12,Honda City,0,1000.0,80000.0,0.7,22889.58,1,1,1,0,0,1,1,21889.58
570218-33-9961,VCF8648,32,14,5,Proton X70,0,800.0,110000.0,0.4,14268.48,0,8,0,0,0,1,1,13468.48
790911-99-9760,LOU5537,50,15,3,Perodua Myvi,0,200.0,50000.0,0.73,11134.01,1,7,0,0,2,0,0,0.0
530924-01-9032,FGT9139,51,39,3,Proton X70,0,300.0,110000.0,0.7,34071.43,0,3,1,0,0,1,1,33771.43
041129-65-8401,OCH3731,49,8,3,Proton X70,0,300.0,110000.0,0.58,22529.37,0,6,1,0,2,2,1,22229.37
531015-43-2132,RZM2878,33,4,2,Toyota Vios,1,800.0,75000.0,0.6,19848.81,0,4,0,0,0,1,0,0.0
870107-64-0261,QPZ5983,58,3,3,Nissan Almera,0,500.0,70000.0,0.52,16691.45,1,6,1,1,3,3,1,16191.45
850726-25-3821,XFD8804,44,7,3,Proton X70,0,300.0,110000.0,0.5,26357.27,0,6,1,0,1,0,1,26057.27
670303-25-8047,BTH4196,57,13,3,Honda City,0,300.0,80000.0,0.44,17099.99,0,2,1,0,1,0,1,16799.99
570120-84-4660,LLM4259,29,14,16,Perodua Myvi,0,300.0,50000.0,0.61,13744.82,1,11,1,0,2,0,0,0.0
720629-21-6824,IYJ4559,53,8,0,Perodua Myvi,0,500.0,50000.0,0.59,13446.17,1,2,1,0,0,3,1,12946.17
730128-74-6012,AAM6038,19,12,7,Perodua Myvi,0,1000.0,50000.0,0.6,13385.48,0,4,0,0,2,3,1,12385.48
991209-51-3156,QKB9467,56,71,2,Toyota Vios,0,1000.0,75000.0,0.53,13279.77,0,7,1,0,0,0,1,12279.77
770904-59-2484,UDD5324,52,13,8,Perodua Myvi,0,200.0,50000.0,0.55,9447.46,0,8,1,0,1,0,1,9247.46
940918-50-2537,XWG2635,32,48,0,Nissan Almera,1,1000.0,70000.0,0.56,13968.79,0,3,0,0,0,2,0,0.0
771229-44-3419,QAY0195,41,51,13,Perodua Myvi,0,300.0,50000.0,0.47,9939.52,0,4,1,0,0,0,1,9639.52
570528-75-0003,TRL4775,48,20,1,Perodua Myvi,0,800.0,50000.0,0.53,11368.44,0,4,0,0,1,1,1,10568.44
951111-59-8606,LXM4626,31,13,0,Perodua Myvi,0,300.0,50000.0,0.49,10866.05,0,4,1,0,0,0,1,10566.05
930402-97-1197,TLH7393,53,22,19,Mazda 3,0,1000.0,130000.0,0.74,30547.93,1,5,1,1,0,2,1,29547.93
750707-60-3600,VUI4855,59,109,11,Perodua Myvi,0,200.0,50000.0,0.75,17533.93,1,4,1,0,0,1,1,17333.93
490901-09-4218,FQG8551,36,65,5,Proton X70,0,500.0,110000.0,0.45,14968.0,0,5,1,0,1,0,1,14468.0
851219-87-4991,CWI8824,34,14,15,Perodua Myvi,0,500.0,50000.0,0.76,15272.56,0,3,0,0,0,1,1,14772.56
630329-81-0578,RUC0142,27,15,13,Perodua Myvi,0,300.0,50000.0,0.71,14105.46,0,3,1,0,0,0,1,13805.46
730704-23-0122,TUB2100,27,55,11,Toyota Vios,0,800.0,75000.0,0.43,9883.72,0,5,0,0,0,0,1,9083.72
640325-85-3400,DKW4859,52,78,7,Proton X70,0,1000.0,110000.0,0.76,38687.87,0,4,0,0,0,2,1,37687.87
020106-47-4229,ROE6290,40,5,7,Nissan Almera,0,1000.0,70000.0,0.66,14733.15,0,3,1,0,4,0,1,13733.15
020305-23-4369,RPC7053,58,17,13,Honda City,0,500.0,80000.0,0.74,24652.5,0,10,1,0,0,3,1,24152.5
520629-85-0367,DLS7412,44,47,10,Perodua Myvi,0,200.0,50000.0,0.53,10325.63,0,6,0,0,2,1,1,10125.63
950701-01-0645,KLD5482,33,3,2,Honda City,0,200.0,80000.0,0.6,16840.04,1,5,0,0,0,1,1,16640.04
830505-64-9663,ZEN9701,52,0,6,Proton X70,0,500.0,110000.0,0.59,22512.13,0,7,1,0,0,2,1,22012.13
890724-13-0510,KRY2949,33,26,0,Honda City,0,1000.0,80000.0,0.69,24418.18,1,6,1,0,1,1,1,23418.18
881107-94-7120,KSG9252,52,8,3,Proton X70,0,500.0,110000.0,0.69,25740.72,0,6,1,0,1,1,1,25240.72
040405-99-8802,PTZ1390,45,1,5,Proton X70,0,200.0,110000.0,0.44,23662.41,0,6,1,0,0,0,1,23462.41
500414-95-8883,BIB7811,45,3,6,Perodua Myvi,0,1000.0,50000.0,0.66,13112.03,0,6,0,0,1,2,1,12112.03
611021-94-1785,JON2923,18,0,12,Perodua Myvi,0,1000.0,50000.0,0.63,14582.75,0,6,1,0,0,1,1,13582.75
590518-31-2485,APT2815,58,43,14,Mazda 3,0,300.0,130000.0,0.49,26987.29,0,5,0,0,0,3,1,26687.29
850118-33-4842,DFE9043,32,76,1,Toyota Vios,0,800.0,75000.0,0.53,12933.68,0,3,0,0,1,0,1,12133.68
720109-39-3609,HGD3668,18,0,14,Perodua Myvi,0,200.0,50000.0,0.75,17179.85,0,0,1,0,0,3,1,16979.85
870824-46-9720,LDY7816,25,70,9,Perodua Myvi,0,300.0,50000.0,0.7,14936.39,0,5,1,0,0,1,1,14636.39
510305-61-0534,TYJ1945,58,82,16,Perodua Myvi,0,800.0,50000.0,0.45,9920.36,1,4,0,0,1,1,1,9120.36
530922-70-1976,WCY4821,31,0,1,Perodua Myvi,0,1000.0,50000.0,0.46,7224.74,0,4,0,0,0,3,1,6224.74
530915-91-4672,TYQ2026,18,0,0,Perodua Myvi,0,200.0,50000.0,0.78,18870.92,0,4,1,0,0,0,1,18670.92
001218-91-2913,NSI1890,37,54,0,Honda City,0,300.0,80000.0,0.48,17006.47,0,2,1,0,0,0,1,16706.47
991207-92-2820,QDJ2953,55,37,14,Perodua Myvi,0,800.0,50000.0,0.44,6923.7,0,5,1,0,1,0,1,6123.7
781006-55-1979,GCI0245,54,38,4,Perodua Myvi,0,500.0,50000.0,0.53,11271.97,0,4,1,0,0,0,1,10771.97
960122-83-9951,OZK0344,32,12,13,Perodua Myvi,0,1000.0,50000.0,0.66,10317.26,0,8,1,0,0,0,1,9317.26
720105-53-1095,RFC6200,29,113,3,Proton X70,0,1000.0,110000.0,0.56,28074.96,0,5,1,0,0,2,1,27074.96
010822-19-3150,XJV5529,51,20,11,Perodua Myvi,0,300.0,50000.0,0.46,8289.68,0,4,0,0,2,1,1,7989.68
901216-31-3972,BXF3814,39,42,0,Proton X70,0,1000.0,110000.0,0.51,23135.84,0,7,0,0,0,1,1,22135.84
570627-38-9923,MST7934,36,14,2,Proton X70,1,300.0,110000.0,0.67,36672.34,0,7,0,0,0,0,0,0.0
610511-15-8475,BER9900,37,50,9,Perodua Myvi,0,200.0,50000.0,0.56,13435.8,0,7,1,0,1,1,1,13235.8
630824-63-7117,TYS3832,23,10,11,Perodua Myvi,0,800.0,50000.0,0.7,15164.99,0,5,1,0,0,0,1,14364.99
910122-10-1463,NET0362,65,52,12,Nissan Almera,0,800.0,70000.0,0.45,11383.57,1,6,1,0,1,1,1,10583.57
941124-38-8334,BTU2374,28,7,4,Perodua Myvi,0,200.0,50000.0,0.41,10149.36,0,8,0,0,0,1,1,9949.36
010620-50-3397,GYM9474,50,10,8,Perodua Myvi,0,800.0,50000.0,0.43,8602.62,1,5,0,0,0,2,1,7802.620000000001
980629-20-3543,WCF5366,30,62,7,Proton X70,0,500.0,110000.0,0.77,28676.8,0,0,0,0,1,0,1,28176.8
671120-23-6789,CPP3570,35,24,7,Perodua Myvi,0,200.0,50000.0,0.47,9216.69,1,5,1,0,1,0,1,9016.69
800413-78-2882,ICP5712,27,1,17,Perodua Myvi,0,800.0,50000.0,0.63,9586.75,1,4,1,0,0,0,1,8786.75
030719-92-7117,INN7438,54,17,14,Perodua Myvi,0,300.0,50000.0,0.65,15683.7,1,5,1,0,1,0,1,15383.7
720417-08-3856,GHO7737,58,43,19,Perodua Myvi,0,800.0,50000.0,0.51,11060.03,0,3,0,0,0,0,1,10260.03
001028-59-7073,INH9894,43,1,12,Perodua Myvi,0,200.0,50000.0,0.78,16569.47,1,6,0,0,0,0,0,0.0
750828-46-2780,UYZ2209,30,16,16,Perodua Myvi,0,1000.0,50000.0,0.46,9093.41,0,4,1,0,1,0,1,8093.41
950412-61-0160,IEM0091,47,47,6,Perodua Myvi,0,500.0,50000.0,0.77,17095.0,1,4,0,0,0,1,1,16595.0
680322-57-2776,DEO4930,35,17,16,Honda City,1,1000.0,80000.0,0.79,30066.1,0,3,0,0,1,1,0,0.0
031117-31-7211,SEP5653,37,44,18,Perodua Myvi,1,1000.0,50000.0,0.77,12736.96,0,5,1,0,0,2,1,11736.96
980315-94-9278,ZTV8004,64,8,20,Perodua Myvi,0,300.0,50000.0,0.47,7970.93,0,3,1,1,1,1,1,7670.93
960331-81-2991,FIY6054,26,0,5,Nissan Almera,0,200.0,70000.0,0.41,11754.54,1,6,0,0,0,0,0,0.0
950117-74-4296,NRZ1799,43,14,15,Toyota Vios,0,1000.0,75000.0,0.74,23183.81,1,2,0,0,1,3,1,22183.81
920330-47-8474,TWF4553,25,65,7,Proton X70,0,500.0,110000.0,0.57,31288.64,0,4,1,0,0,2,1,30788.64
780217-03-2227,SCD0172,31,86,2,Honda City,0,500.0,80000.0,0.57,17035.91,0,6,1,0,0,1,1,16535.91
070505-04-9779,MZU9477,44,67,20,Perodua Myvi,0,200.0,50000.0,0.79,16461.25,1,1,1,0,0,0,1,16261.25
910506-25-5826,XVQ7399,43,0,13,Perodua Myvi,1,800.0,50000.0,0.44,10961.87,0,6,1,0,0,2,1,10161.87
840129-80-2826,VSH9669,55,46,5,Perodua Myvi,0,500.0,50000.0,0.64,13512.37,0,6,0,0,1,1,1,13012.37
930612-17-6827,AMX9235,46,1,24,BMW 3 Series,0,300.0,250000.0,0.45,40270.33,0,6,1,0,0,0,1,39970.33
750809-90-7775,DAB7160,63,36,8,Perodua Myvi,0,200.0,50000.0,0.61,12019.03,0,9,1,0,0,0,1,11819.03
891222-94-5776,PLQ0939,39,7,10,Perodua Myvi,0,500.0,50000.0,0.58,12862.44,0,10,1,0,1,2,1,12362.44
471210-38-1794,MSW1118,54,0,8,Perodua Myvi,0,1000.0,50000.0,0.43,6482.72,0,6,0,0,2,2,1,5482.72
480708-22-9048,QDX0428,33,2,1,Proton X70,0,1000.0,110000.0,0.47,19793.33,0,2,1,0,0,2,1,18793.33
590825-62-4084,NIS7774,31,58,15,Toyota Vios,0,300.0,75000.0,0.73,17805.82,0,4,0,0,1,0,1,17505.82
000525-05-1974,XZO5878,32,8,18,Perodua Myvi,0,200.0,50000.0,0.41,7426.69,1,7,1,0,0,3,1,7226.69
441228-50-6980,KFX3501,29,45,0,Proton X70,0,1000.0,110000.0,0.5,24010.21,0,6,1,0,1,1,1,23010.21
001210-56-3194,ART8961,19,3,5,Proton X70,0,500.0,110000.0,0.54,19360.2,0,4,1,0,1,2,1,18860.2
770428-21-1920,TIS3196,33,52,1,Proton X70,0,800.0,110000.0,0.58,22098.69,0,7,0,0,0,1,1,21298.69
740201-57-6564,MUR7374,38,16,7,Perodua Myvi,0,300.0,50000.0,0.63,15069.24,0,1,1,0,0,1,1,14769.24
910209-59-7259,XEW8743,47,0,12,Perodua Myvi,0,500.0,50000.0,0.43,7065.22,0,8,0,0,1,3,1,6565.22
921111-55-5526,WXC2375,40,53,1,Proton X70,0,500.0,110000.0,0.52,17457.95,0,8,0,0,1,1,1,16957.95
511208-49-9457,QXP1933,46,2,7,Perodua Myvi,0,300.0,50000.0,0.7,12450.96,0,4,1,0,2,0,1,12150.96
511212-36-2547,FTC6224,38,120,4,Honda City,0,1000.0,80000.0,0.51,19333.49,1,3,0,0,0,1,1,18333.49
491001-94-6539,QTA9112,38,49,19,Perodua Myvi,0,200.0,50000.0,0.42,9776.15,1,10,1,0,0,1,1,9576.15
520728-93-9953,TFI5959,28,5,3,Perodua Myvi,1,1000.0,50000.0,0.72,14206.48,1,6,1,0,0,1,0,0.0
510729-18-9720,OMD5907,54,4,10,Perodua Myvi,1,200.0,50000.0,0.6,9372.14,0,4,1,0,1,1,1,9172.14
990514-71-5351,OKT2135,41,25,2,Honda City,0,200.0,80000.0,0.49,15317.28,0,3,0,0,0,1,1,15117.28
491223-62-3838,QTN5818,59,54,8,Perodua Myvi,0,200.0,50000.0,0.67,13900.19,0,2,0,0,1,0,1,13700.19
640104-40-2057,RLJ3783,49,27,5,Proton X70,0,800.0,110000.0,0.74,35143.85,1,5,0,0,2,1,1,34343.85
580109-93-8340,BNT0069,52,17,14,Perodua Myvi,0,800.0,50000.0,0.73,13741.5,1,10,1,0,1,3,1,12941.5
490623-81-1212,VHO9968,31,47,16,Honda City,0,200.0,80000.0,0.58,19337.73,0,3,1,0,0,2,1,19137.73
780128-85-9511,KIS6749,71,55,7,Honda City,0,200.0,80000.0,0.62,19151.36,0,4,0,0,1,1,1,18951.36
830810-08-2282,FVI1021,31,7,17,Perodua Myvi,0,500.0,50000.0,0.66,10113.01,0,5,0,0,1,1,1,9613.01
690102-41-6241,JLQ7580,66,4,8,Toyota Vios,0,200.0,75000.0,0.45,14552.57,0,7,1,0,1,0,1,14352.57
860718-92-6659,MGV4443,36,55,0,Proton X70,1,200.0,110000.0,0.5,20554.0,0,2,1,0,2,0,1,20354.0
631201-94-4574,NPV2306,20,5,5,Perodua Myvi,0,200.0,50000.0,0.79,17103.82,0,1,1,0,1,1,1,16903.82
740622-54-0046,EMT4741,45,29,8,Toyota Vios,0,300.0,75000.0,0.79,26782.49,0,6,1,0,3,1,1,26482.49
540824-79-0034,XAV0686,30,15,1,Honda City,0,800.0,80000.0,0.44,11959.01,1,3,0,0,0,2,1,11159.01
820728-86-9665,WUR2859,50,57,14,Perodua Myvi,0,300.0,50000.0,0.67,12731.64,0,3,0,0,0,0,1,12431.64
640105-47-0669,SOW8970,40,56,5,Perodua Myvi,0,300.0,50000.0,0.75,12265.7,0,1,1,0,0,3,1,11965.7
821223-83-3994,YRI1857,49,0,1,Perodua Myvi,0,1000.0,50000.0,0.73,18112.27,0,1,1,0,1,2,1,17112.27
760128-73-4892,VRX4970,56,10,1,Proton X70,0,200.0,110000.0,0.42,21294.83,0,5,1,0,3,0,1,21094.83
851105-59-3273,GGC2300,37,9,13,Perodua Myvi,0,200.0,50000.0,0.77,14767.67,0,5,1,0,0,2,1,14567.67
550909-60-4637,GBB4154,38,7,18,Perodua Myvi,0,200.0,50000.0,0.78,17113.64,0,5,0,0,1,0,1,16913.64
060325-16-2197,MKX0163,52,21,13,Toyota Vios,0,500.0,75000.0,0.73,24437.93,0,3,0,0,1,1,1,23937.93
900512-92-5491,NBJ3385,42,13,0,Perodua Myvi,0,800.0,50000.0,0.44,8293.68,0,4,1,0,1,0,1,7493.68
580129-67-6932,OUB1689,48,35,1,Perodua Myvi,1,800.0,50000.0,0.65,13706.33,1,1,0,1,0,1,0,0.0
070510-19-0486,QQE2890,39,73,1,Mazda 3,1,1000.0,130000.0,0.61,36718.09,0,5,1,0,0,0,1,35718.09
660126-58-0667,CVF7433,51,51,0,Perodua Myvi,0,800.0,50000.0,0.71,14713.17,0,4,0,0,1,0,1,13913.17
871028-97-5036,FNR0704,18,0,0,Proton X70,0,300.0,110000.0,0.64,33327.5,0,5,0,0,1,1,1,33027.5
450224-96-9013,GMU2290,39,50,10,Mazda 3,0,500.0,130000.0,0.5,32378.8,0,8,1,0,1,1,1,31878.8
901028-44-1783,ZNF1047,36,61,5,Proton X70,1,800.0,110000.0,0.74,28539.64,1,2,0,0,2,0,0,0.0
901104-89-4033,CJE6020,25,5,15,Honda City,0,300.0,80000.0,0.77,26243.98,0,4,1,0,0,0,1,25943.98
850809-51-8735,SHP5230,30,8,2,Proton X70,0,800.0,110000.0,0.62,30100.6,1,9,1,0,2,0,0,0.0
030721-30-6111,XCD4034,32,7,3,Proton X70,0,500.0,110000.0,0.44,21550.49,0,7,1,0,1,1,1,21050.49
630123-42-9813,SPL5302,39,23,0,Honda City,0,200.0,80000.0,0.69,20467.77,0,6,1,0,1,1,1,20267.77
810123-80-2389,LYG6124,31,9,10,Perodua Myvi,0,200.0,50000.0,0.71,11851.71,0,5,1,0,1,0,1,11651.71
470627-80-7538,VXC1734,25,47,0,Toyota Vios,0,800.0,75000.0,0.68,19560.48,0,6,0,0,2,3,1,18760.48
061119-69-8917,BVY7086,30,53,16,Perodua Myvi,0,300.0,50000.0,0.8,18251.47,0,0,0,0,0,1,1,17951.47
740630-71-9753,LRM9161,31,18,1,Proton X70,0,500.0,110000.0,0.43,18332.28,0,2,1,0,1,1,1,17832.28
891211-90-3083,WFQ3961,18,0,7,Toyota Vios,0,800.0,75000.0,0.72,17146.46,0,3,0,0,1,0,1,16346.46
931212-57-0698,XJD7509,33,36,11,Perodua Myvi,0,1000.0,50000.0,0.56,11651.01,0,4,1,0,1,0,1,10651.01
020516-90-0356,PPF4412,22,1,1,Proton X70,0,800.0,110000.0,0.75,36480.87,0,4,1,0,1,0,1,35680.87
500506-72-9240,XAE3540,18,0,25,BMW 3 Series,0,800.0,250000.0,0.45,56249.24,0,8,0,0,3,1,0,0.0
590312-75-1299,AYJ0505,47,60,7,Perodua Myvi,0,200.0,50000.0,0.64,13366.53,0,3,1,0,0,3,1,13166.53
741228-59-7768,BEI3773,39,32,13,Perodua Myvi,0,200.0,50000.0,0.53,8061.4,0,4,0,0,0,1,1,7861.4
960327-30-7208,LJX1572,25,10,19,Perodua Myvi,0,800.0,50000.0,0.48,10474.47,1,3,0,0,0,1,1,9674.47
931204-26-6576,WJC6759,68,0,5,Perodua Myvi,0,1000.0,50000.0,0.56,10186.25,1,6,0,0,0,0,0,0.0
020818-89-9953,EHO1771,42,37,14,Toyota Vios,0,300.0,75000.0,0.45,13853.77,0,8,1,0,0,1,1,13553.77
690107-54-2677,NWJ3840,46,47,10,Perodua Myvi,1,1000.0,50000.0,0.56,11534.27,1,6,1,0,0,0,0,0.0
811228-35-1475,RXN7923,30,50,10,Toyota Vios,0,300.0,75000.0,0.73,17417.64,0,6,0,0,2,0,1,17117.64
050518-80-8970,YJT1416,33,12,1,Perodua Myvi,0,1000.0,50000.0,0.67,10435.3,0,4,1,0,0,1,1,9435.3
650820-44-9830,LRN9917,33,0,2,Honda City,0,300.0,80000.0,0.42,15375.56,0,5,1,0,0,2,1,15075.56
720721-66-5928,SKP3105,33,35,2,Perodua Myvi,0,500.0,50000.0,0.6,10741.16,0,1,1,0,0,3,1,10241.16
520203-23-8458,HDY8104,46,30,15,Perodua Myvi,0,200.0,50000.0,0.5,12457.88,0,5,1,0,1,3,1,12257.88
590410-29-2366,RHK7826,22,47,8,Honda City,0,800.0,80000.0,0.79,20946.83,1,7,1,0,0,0,0,0.0
631122-78-6789,OUY4309,29,2,7,Proton X70,0,500.0,110000.0,0.68,32937.69,0,3,1,0,2,0,1,32437.690000000002
980803-65-6221,KBZ3061,42,5,9,Perodua Myvi,0,300.0,50000.0,0.68,11538.6,0,7,1,0,1,0,1,11238.6
530521-15-4964,DJN1980,29,15,3,Proton X70,0,300.0,110000.0,0.6,31594.29,0,6,0,0,1,0,1,31294.29
460121-47-2283,HDW6898,25,41,20,Perodua Myvi,0,200.0,50000.0,0.54,10659.2,0,2,0,0,0,0,1,10459.2
651126-71-2015,TYG2898,30,43,20,Perodua Myvi,0,300.0,50000.0,0.48,10917.75,0,4,0,0,0,0,1,10617.75
940821-78-1118,EZS1086,40,43,10,Perodua Myvi,0,800.0,50000.0,0.5,10933.24,0,10,1,0,1,0,1,10133.24
030106-01-6564,FHO1815,38,55,2,Proton X70,0,200.0,110000.0,0.7,32977.14,0,8,1,0,1,0,1,32777.14
750426-09-0910,WGK7642,50,4,8,Nissan Almera,0,500.0,70000.0,0.43,10688.07,0,9,0,0,0,1,1,10188.07
451127-24-7878,CED3845,52,55,5,Honda City,0,1000.0,80000.0,0.64,16160.67,1,7,1,0,0,4,1,15160.67
970522-51-1062,LLM3690,33,36,16,Perodua Myvi,0,800.0,50000.0,0.59,12644.11,0,4,1,0,0,1,1,11844.11
000424-81-3140,HJW8062,40,31,9,Perodua Myvi,0,500.0,50000.0,0.77,17428.81,0,7,0,0,0,0,0,0.0
940129-68-5495,BYT1449,40,42,9,Mazda 3,0,800.0,130000.0,0.46,24962.67,0,7,0,0,2,0,1,24162.67
950526-31-7375,PWE9950,49,7,16,BMW 3 Series,0,500.0,250000.0,0.53,43410.01,0,1,0,0,1,1,1,42910.01
930102-84-3806,NIU2232,43,8,10,Toyota Vios,0,200.0,75000.0,0.67,22904.5,0,5,1,0,1,3,1,22704.5
761116-23-8754,ZDM5702,34,4,3,Proton X70,1,500.0,110000.0,0.59,25637.45,0,2,1,0,0,2,1,25137.45
480704-42-8875,VDJ5532,21,4,5,Proton X70,0,500.0,110000.0,0.64,21193.27,0,5,0,0,0,2,1,20693.27
